wojewodztwo;powiat_miasto;liczba_szczepien_ogolem;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;12313;853;1375;48;t00
dolnoœl¹skie;boles³awiecki;17171;694;4959;142;t0201
dolnoœl¹skie;dzier¿oniowski;15655;798;4254;246;t0202
dolnoœl¹skie;g³ogowski;14372;575;3375;65;t0203
dolnoœl¹skie;górowski;5353;208;1402;46;t0204
dolnoœl¹skie;jaworski;9071;317;2454;0;t0205
dolnoœl¹skie;jeleniogórski;13747;634;3776;186;t0206
dolnoœl¹skie;kamiennogórski;6504;324;1902;100;t0207
dolnoœl¹skie;k³odzki;37617;1205;11254;292;t0208
dolnoœl¹skie;legnicki;6870;249;1633;67;t0209
dolnoœl¹skie;lubañski;6684;114;1953;112;t0210
dolnoœl¹skie;lubiñski;30881;995;8293;111;t0211
dolnoœl¹skie;lwówecki;8760;390;2179;81;t0212
dolnoœl¹skie;milicki;8207;173;2378;33;t0213
dolnoœl¹skie;oleœnicki;13678;360;3333;53;t0214
dolnoœl¹skie;o³awski;15569;461;4285;157;t0215
dolnoœl¹skie;polkowicki;4410;217;1129;45;t0216
dolnoœl¹skie;strzeliñski;8919;306;2553;74;t0217
dolnoœl¹skie;œredzki;6071;75;1702;16;t0218
dolnoœl¹skie;œwidnicki;23251;682;6731;243;t0219
dolnoœl¹skie;trzebnicki;17040;400;4770;47;t0220
dolnoœl¹skie;wa³brzyski;9744;360;2808;57;t0221
dolnoœl¹skie;wo³owski;9252;237;2580;43;t0222
dolnoœl¹skie;wroc³awski;20440;839;5195;137;t0223
dolnoœl¹skie;z¹bkowicki;14297;419;4051;85;t0224
dolnoœl¹skie;zgorzelecki;15050;340;4866;53;t0225
dolnoœl¹skie;z³otoryjski;7582;269;1698;30;t0226
dolnoœl¹skie;Jelenia Góra;21603;780;5559;161;t0261
dolnoœl¹skie;Legnica;17273;381;4825;27;t0262
dolnoœl¹skie;Wroc³aw;237959;5964;64328;1146;t0264
dolnoœl¹skie;Wa³brzych;71524;1397;16690;148;t0265
kujawsko-pomorskie;aleksandrowski;40006;665;10658;150;t0401
kujawsko-pomorskie;brodnicki;14270;463;3560;44;t0402
kujawsko-pomorskie;bydgoski;13258;859;3309;224;t0403
kujawsko-pomorskie;che³miñski;8503;257;2082;96;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;6580;286;1743;133;t0405
kujawsko-pomorskie;grudzi¹dzki;3677;129;1028;38;t0406
kujawsko-pomorskie;inowroc³awski;26522;664;6967;106;t0407
kujawsko-pomorskie;lipnowski;10692;250;2802;55;t0408
kujawsko-pomorskie;mogileñski;5704;267;1588;120;t0409
kujawsko-pomorskie;nakielski;8350;336;1961;126;t0410
kujawsko-pomorskie;radziejowski;7997;231;1935;42;t0411
kujawsko-pomorskie;rypiñski;7305;258;1880;155;t0412
kujawsko-pomorskie;sêpoleñski;9882;294;3099;170;t0413
kujawsko-pomorskie;œwiecki;15134;519;4206;141;t0414
kujawsko-pomorskie;toruñski;10502;316;3095;92;t0415
kujawsko-pomorskie;tucholski;7136;328;1888;60;t0416
kujawsko-pomorskie;w¹brzeski;5836;99;1772;42;t0417
kujawsko-pomorskie;w³oc³awski;11440;425;3179;92;t0418
kujawsko-pomorskie;¿niñski;9865;307;2647;125;t0419
kujawsko-pomorskie;Bydgoszcz;101764;3072;25990;384;t0461
kujawsko-pomorskie;Grudzi¹dz;25477;1447;4593;110;t0462
kujawsko-pomorskie;Toruñ;39547;673;10818;257;t0463
kujawsko-pomorskie;W³oc³awek;17254;445;4546;112;t0464
lubelskie;bialski;16286;468;4758;153;t0601
lubelskie;bi³gorajski;14205;411;3905;142;t0602
lubelskie;che³mski;9159;391;2571;167;t0603
lubelskie;hrubieszowski;11489;339;3382;68;t0604
lubelskie;janowski;9166;279;2829;141;t0605
lubelskie;krasnostawski;10336;333;3205;71;t0606
lubelskie;kraœnicki;15214;464;4424;128;t0607
lubelskie;lubartowski;14373;455;4238;98;t0608
lubelskie;lubelski;20866;702;6065;149;t0609
lubelskie;³êczyñski;11104;382;2998;51;t0610
lubelskie;³ukowski;14859;314;4252;62;t0611
lubelskie;opolski;11077;355;3095;123;t0612
lubelskie;parczewski;8440;348;2467;91;t0613
lubelskie;pu³awski;26936;815;7340;140;t0614
lubelskie;radzyñski;9548;222;3057;90;t0615
lubelskie;rycki;14566;345;3721;55;t0616
lubelskie;œwidnicki;10857;392;3207;89;t0617
lubelskie;tomaszowski;13851;453;3975;125;t0618
lubelskie;w³odawski;9947;393;2634;31;t0619
lubelskie;zamojski;13735;479;4060;161;t0620
lubelskie;Bia³a Podlaska;18441;397;4376;32;t0661
lubelskie;Che³m;14990;405;3399;8;t0662
lubelskie;Lublin;137446;3502;39589;1087;t0663
lubelskie;Zamoœæ;23920;750;5378;243;t0664
lubuskie;gorzowski;8840;350;2406;79;t0801
lubuskie;kroœnieñski;12131;484;2717;12;t0802
lubuskie;miêdzyrzecki;16846;519;4090;102;t0803
lubuskie;nowosolski;18771;803;4580;153;t0804
lubuskie;s³ubicki;7972;202;2006;36;t0805
