wojewodztwo;powiat_miasto;liczba_szczepien_ogolem;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;13564;661;1373;2;t00
dolnoœl¹skie;boles³awiecki;18449;203;5063;2;t0201
dolnoœl¹skie;dzier¿oniowski;17059;177;4480;18;t0202
dolnoœl¹skie;g³ogowski;15444;78;3547;4;t0203
dolnoœl¹skie;górowski;6006;141;1582;0;t0204
dolnoœl¹skie;jaworski;9812;30;2634;0;t0205
dolnoœl¹skie;jeleniogórski;15255;250;4030;32;t0206
dolnoœl¹skie;kamiennogórski;7011;30;1962;0;t0207
dolnoœl¹skie;k³odzki;40141;316;11765;44;t0208
dolnoœl¹skie;legnicki;7864;6;1745;0;t0209
dolnoœl¹skie;lubañski;7180;156;2066;17;t0210
dolnoœl¹skie;lubiñski;34967;811;8487;82;t0211
dolnoœl¹skie;lwówecki;9608;60;2349;57;t0212
dolnoœl¹skie;milicki;9121;73;2476;0;t0213
dolnoœl¹skie;oleœnicki;15485;308;3563;6;t0214
dolnoœl¹skie;o³awski;16555;194;4578;0;t0215
dolnoœl¹skie;polkowicki;5121;171;1214;10;t0216
dolnoœl¹skie;strzeliñski;9748;156;2688;0;t0217
dolnoœl¹skie;œredzki;6652;104;1847;0;t0218
dolnoœl¹skie;œwidnicki;24933;148;6949;14;t0219
dolnoœl¹skie;trzebnicki;18678;219;5168;30;t0220
dolnoœl¹skie;wa³brzyski;10462;48;2911;1;t0221
dolnoœl¹skie;wo³owski;9706;42;2666;0;t0222
dolnoœl¹skie;wroc³awski;23241;115;5564;0;t0223
dolnoœl¹skie;z¹bkowicki;15632;111;4226;0;t0224
dolnoœl¹skie;zgorzelecki;15948;148;5064;0;t0225
dolnoœl¹skie;z³otoryjski;8332;49;1835;44;t0226
dolnoœl¹skie;Jelenia Góra;23639;219;5758;5;t0261
dolnoœl¹skie;Legnica;18549;393;4900;0;t0262
dolnoœl¹skie;Wroc³aw;261973;3300;66861;410;t0264
dolnoœl¹skie;Wa³brzych;77167;1089;17764;568;t0265
kujawsko-pomorskie;aleksandrowski;45715;984;11822;156;t0401
kujawsko-pomorskie;brodnicki;15595;243;3728;10;t0402
kujawsko-pomorskie;bydgoski;14714;72;3466;0;t0403
kujawsko-pomorskie;che³miñski;9319;96;2179;6;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;7044;20;1802;0;t0405
kujawsko-pomorskie;grudzi¹dzki;3967;30;1137;26;t0406
kujawsko-pomorskie;inowroc³awski;29100;326;7158;0;t0407
kujawsko-pomorskie;lipnowski;11661;73;2987;1;t0408
kujawsko-pomorskie;mogileñski;6261;140;1679;68;t0409
kujawsko-pomorskie;nakielski;9206;130;2030;33;t0410
kujawsko-pomorskie;radziejowski;9012;81;2066;0;t0411
kujawsko-pomorskie;rypiñski;7932;140;1938;0;t0412
kujawsko-pomorskie;sêpoleñski;11067;52;3224;0;t0413
kujawsko-pomorskie;œwiecki;16555;292;4378;11;t0414
kujawsko-pomorskie;toruñski;11363;86;3245;12;t0415
kujawsko-pomorskie;tucholski;7860;42;1957;0;t0416
kujawsko-pomorskie;w¹brzeski;6374;51;1852;0;t0417
kujawsko-pomorskie;w³oc³awski;12575;124;3385;0;t0418
kujawsko-pomorskie;¿niñski;10666;57;2683;0;t0419
kujawsko-pomorskie;Bydgoszcz;112281;1723;26880;124;t0461
kujawsko-pomorskie;Grudzi¹dz;28662;690;4662;0;t0462
kujawsko-pomorskie;Toruñ;42685;265;11501;40;t0463
kujawsko-pomorskie;W³oc³awek;18799;222;4745;21;t0464
lubelskie;bialski;17796;129;5041;3;t0601
lubelskie;bi³gorajski;15296;174;4232;20;t0602
lubelskie;che³mski;10158;117;2830;20;t0603
lubelskie;hrubieszowski;12076;53;3530;11;t0604
lubelskie;janowski;9829;29;2931;16;t0605
lubelskie;krasnostawski;11052;125;3369;34;t0606
lubelskie;kraœnicki;16429;273;4682;18;t0607
lubelskie;lubartowski;15776;206;4569;43;t0608
lubelskie;lubelski;23020;182;6374;41;t0609
lubelskie;³êczyñski;11904;115;3122;0;t0610
lubelskie;³ukowski;16045;153;4550;9;t0611
lubelskie;opolski;12135;125;3260;0;t0612
lubelskie;parczewski;9154;156;2591;0;t0613
lubelskie;pu³awski;29798;546;7597;35;t0614
lubelskie;radzyñski;10045;41;3218;0;t0615
