wojewodztwo;powiat_miasto;liczba_szczepien_ogolem;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;5953;331;1298;121;t00
dolnoœl¹skie;boles³awiecki;11674;604;4428;247;t0201
dolnoœl¹skie;dzier¿oniowski;10510;458;3724;190;t0202
dolnoœl¹skie;g³ogowski;9739;387;2994;48;t0203
dolnoœl¹skie;górowski;3217;124;1133;5;t0204
dolnoœl¹skie;jaworski;6283;322;2119;50;t0205
dolnoœl¹skie;jeleniogórski;8563;391;2881;66;t0206
dolnoœl¹skie;kamiennogórski;4583;190;1673;1;t0207
dolnoœl¹skie;k³odzki;26579;1034;9895;157;t0208
dolnoœl¹skie;legnicki;3579;102;1242;22;t0209
dolnoœl¹skie;lubañski;4842;149;1539;58;t0210
dolnoœl¹skie;lubiñski;20811;792;7162;236;t0211
dolnoœl¹skie;lwówecki;5189;315;1905;94;t0212
dolnoœl¹skie;milicki;5685;210;1927;72;t0213
dolnoœl¹skie;oleœnicki;8653;305;2952;43;t0214
dolnoœl¹skie;o³awski;10434;484;3244;197;t0215
dolnoœl¹skie;polkowicki;2574;166;889;0;t0216
dolnoœl¹skie;strzeliñski;5849;183;2151;56;t0217
dolnoœl¹skie;œredzki;3854;138;1326;42;t0218
dolnoœl¹skie;œwidnicki;16419;640;5864;187;t0219
dolnoœl¹skie;trzebnicki;10985;232;3676;18;t0220
dolnoœl¹skie;wa³brzyski;6175;221;2374;42;t0221
dolnoœl¹skie;wo³owski;6290;147;2162;39;t0222
dolnoœl¹skie;wroc³awski;11556;552;4047;189;t0223
dolnoœl¹skie;z¹bkowicki;9241;521;3390;190;t0224
dolnoœl¹skie;zgorzelecki;11311;450;4393;216;t0225
dolnoœl¹skie;z³otoryjski;4746;208;1530;72;t0226
dolnoœl¹skie;Jelenia Góra;13487;400;4670;69;t0261
dolnoœl¹skie;Legnica;12660;329;4319;53;t0262
dolnoœl¹skie;Wroc³aw;159111;4170;55142;1092;t0264
