wojewodztwo;powiat_miasto;liczba_szczepien_ogolem;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;194;36;1;0;t00
dolnoœl¹skie;boles³awiecki;3440;508;656;319;t0201
dolnoœl¹skie;dzier¿oniowski;2258;232;203;71;t0202
dolnoœl¹skie;g³ogowski;2020;207;298;120;t0203
dolnoœl¹skie;górowski;326;0;0;0;t0204
dolnoœl¹skie;jaworski;1292;126;279;112;t0205
dolnoœl¹skie;jeleniogórski;1358;99;187;60;t0206
dolnoœl¹skie;kamiennogórski;1194;83;140;30;t0207
dolnoœl¹skie;k³odzki;6736;694;1072;441;t0208
dolnoœl¹skie;legnicki;265;29;0;0;t0209
dolnoœl¹skie;lubañski;1107;89;176;65;t0210
dolnoœl¹skie;lubiñski;4982;385;1052;210;t0211
dolnoœl¹skie;lwówecki;1328;126;350;47;t0212
dolnoœl¹skie;milicki;1321;120;175;52;t0213
dolnoœl¹skie;oleœnicki;1926;110;133;50;t0214
dolnoœl¹skie;o³awski;2034;188;342;95;t0215
dolnoœl¹skie;polkowicki;218;34;0;0;t0216
dolnoœl¹skie;strzeliñski;990;60;110;0;t0217
dolnoœl¹skie;œredzki;290;53;0;0;t0218
dolnoœl¹skie;œwidnicki;4381;263;1259;168;t0219
dolnoœl¹skie;trzebnicki;2444;203;225;48;t0220
dolnoœl¹skie;wa³brzyski;1422;242;295;204;t0221
dolnoœl¹skie;wo³owski;1268;108;194;53;t0222
dolnoœl¹skie;wroc³awski;1496;203;0;0;t0223
dolnoœl¹skie;z¹bkowicki;2325;239;522;144;t0224
dolnoœl¹skie;zgorzelecki;3969;369;1420;229;t0225
dolnoœl¹skie;z³otoryjski;1012;136;372;110;t0226
dolnoœl¹skie;Jelenia Góra;3529;239;712;136;t0261
dolnoœl¹skie;Legnica;3944;191;933;130;t0262
dolnoœl¹skie;Wroc³aw;52005;3311;15715;2149;t0264
dolnoœl¹skie;Wa³brzych;7661;678;1785;238;t0265
kujawsko-pomorskie;aleksandrowski;2257;235;434;102;t0401
kujawsko-pomorskie;brodnicki;1740;201;327;75;t0402
kujawsko-pomorskie;bydgoski;908;133;0;0;t0403
kujawsko-pomorskie;che³miñski;1286;126;286;36;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;1055;37;407;0;t0405
kujawsko-pomorskie;grudzi¹dzki;432;64;85;0;t0406
kujawsko-pomorskie;inowroc³awski;4454;371;1014;177;t0407
kujawsko-pomorskie;lipnowski;1713;180;394;58;t0408
kujawsko-pomorskie;mogileñski;836;46;125;0;t0409
kujawsko-pomorskie;nakielski;1086;124;182;63;t0410
kujawsko-pomorskie;radziejowski;1425;91;391;0;t0411
kujawsko-pomorskie;rypiñski;1033;140;305;35;t0412
kujawsko-pomorskie;sêpoleñski;1650;119;319;36;t0413
kujawsko-pomorskie;œwiecki;2227;194;274;92;t0414
kujawsko-pomorskie;toruñski;1279;114;257;47;t0415
kujawsko-pomorskie;tucholski;942;66;250;41;t0416
kujawsko-pomorskie;w¹brzeski;767;114;118;24;t0417
kujawsko-pomorskie;w³oc³awski;1166;189;60;60;t0418
kujawsko-pomorskie;¿niñski;1604;125;285;34;t0419
kujawsko-pomorskie;Bydgoszcz;23375;1551;5910;1203;t0461
kujawsko-pomorskie;Grudzi¹dz;4072;426;1224;326;t0462
kujawsko-pomorskie;Toruñ;9251;715;2132;415;t0463
kujawsko-pomorskie;W³oc³awek;3191;96;323;0;t0464
lubelskie;bialski;1622;220;135;21;t0601
lubelskie;bi³gorajski;2022;269;254;48;t0602
lubelskie;che³mski;697;194;0;0;t0603
lubelskie;hrubieszowski;1560;227;350;68;t0604
lubelskie;janowski;1641;138;231;54;t0605
lubelskie;krasnostawski;1875;153;216;54;t0606
lubelskie;kraœnicki;2178;227;189;53;t0607
lubelskie;lubartowski;1985;159;200;64;t0608
lubelskie;lubelski;2372;332;237;60;t0609
lubelskie;³êczyñski;1889;258;484;125;t0610
lubelskie;³ukowski;2113;133;154;29;t0611
lubelskie;opolski;1478;190;352;59;t0612
lubelskie;parczewski;1365;120;346;87;t0613
lubelskie;pu³awski;5010;426;1395;291;t0614
lubelskie;radzyñski;1487;173;233;56;t0615
lubelskie;rycki;1322;143;176;28;t0616
lubelskie;œwidnicki;1598;116;151;45;t0617
lubelskie;tomaszowski;2128;117;321;0;t0618
lubelskie;w³odawski;1474;174;328;72;t0619
lubelskie;zamojski;1504;254;130;30;t0620
lubelskie;Bia³a Podlaska;3863;202;815;170;t0661
lubelskie;Che³m;2656;159;592;99;t0662
lubelskie;Lublin;28939;2349;6780;1441;t0663
lubelskie;Zamoœæ;3776;312;945;181;t0664
lubuskie;gorzowski;1087;139;152;28;t0801
lubuskie;kroœnieñski;1561;160;247;0;t0802
lubuskie;miêdzyrzecki;2642;188;456;73;t0803
lubuskie;nowosolski;2785;286;595;196;t0804
lubuskie;s³ubicki;1047;113;266;53;t0805
lubuskie;strzelecko-drezdenecki;1187;136;184;22;t0806
lubuskie;sulêciñski;1167;193;316;154;t0807
lubuskie;œwiebodziñski;2292;173;543;84;t0808
