wojewodztwo;powiat_miasto;liczba_szczepien_ogolem;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;12742;239;1355;5;t00
dolnoœl¹skie;boles³awiecki;18195;425;5061;33;t0201
dolnoœl¹skie;dzier¿oniowski;16593;369;4461;59;t0202
dolnoœl¹skie;g³ogowski;15323;409;3543;40;t0203
dolnoœl¹skie;górowski;5493;31;1493;22;t0204
dolnoœl¹skie;jaworski;9681;203;2634;30;t0205
dolnoœl¹skie;jeleniogórski;14830;477;3998;85;t0206
dolnoœl¹skie;kamiennogórski;6921;212;1962;31;t0207
dolnoœl¹skie;k³odzki;39720;841;11711;150;t0208
dolnoœl¹skie;legnicki;7573;303;1739;12;t0209
dolnoœl¹skie;lubañski;6975;89;2018;24;t0210
dolnoœl¹skie;lubiñski;32884;993;8405;17;t0211
dolnoœl¹skie;lwówecki;9249;126;2292;30;t0212
dolnoœl¹skie;milicki;8904;306;2476;15;t0213
dolnoœl¹skie;oleœnicki;14380;361;3496;43;t0214
dolnoœl¹skie;o³awski;16361;305;4578;110;t0215
dolnoœl¹skie;polkowicki;4790;109;1204;0;t0216
dolnoœl¹skie;strzeliñski;9592;241;2688;56;t0217
dolnoœl¹skie;œredzki;6548;185;1847;5;t0218
dolnoœl¹skie;œwidnicki;24544;347;6935;22;t0219
dolnoœl¹skie;trzebnicki;18204;508;5138;94;t0220
dolnoœl¹skie;wa³brzyski;10297;404;2906;49;t0221
dolnoœl¹skie;wo³owski;9664;94;2666;4;t0222
dolnoœl¹skie;wroc³awski;22348;650;5529;12;t0223
dolnoœl¹skie;z¹bkowicki;15168;210;4171;62;t0224
dolnoœl¹skie;zgorzelecki;15715;308;5063;74;t0225
dolnoœl¹skie;z³otoryjski;8100;212;1791;29;t0226
dolnoœl¹skie;Jelenia Góra;22995;644;5744;74;t0261
dolnoœl¹skie;Legnica;17919;263;4900;0;t0262
dolnoœl¹skie;Wroc³aw;250880;4972;66180;691;t0264
dolnoœl¹skie;Wa³brzych;74242;1354;16832;62;t0265
kujawsko-pomorskie;aleksandrowski;42817;1278;10985;44;t0401
kujawsko-pomorskie;brodnicki;15111;289;3718;64;t0402
kujawsko-pomorskie;bydgoski;14367;417;3466;42;t0403
kujawsko-pomorskie;che³miñski;8958;203;2143;16;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;6952;136;1802;20;t0405
kujawsko-pomorskie;grudzi¹dzki;3846;32;1073;12;t0406
kujawsko-pomorskie;inowroc³awski;28241;835;7123;49;t0407
kujawsko-pomorskie;lipnowski;11505;311;2985;33;t0408
kujawsko-pomorskie;mogileñski;6091;132;1612;2;t0409
kujawsko-pomorskie;nakielski;8764;80;1997;0;t0410
kujawsko-pomorskie;radziejowski;8757;330;2064;59;t0411
kujawsko-pomorskie;rypiñski;7590;50;1938;0;t0412
kujawsko-pomorskie;sêpoleñski;10684;142;3224;0;t0413
kujawsko-pomorskie;œwiecki;15893;384;4368;73;t0414
kujawsko-pomorskie;toruñski;11029;268;3213;50;t0415
kujawsko-pomorskie;tucholski;7566;170;1957;1;t0416
kujawsko-pomorskie;w¹brzeski;6166;133;1852;45;t0417
kujawsko-pomorskie;w³oc³awski;12240;239;3386;26;t0418
kujawsko-pomorskie;¿niñski;10550;305;2683;6;t0419
kujawsko-pomorskie;Bydgoszcz;108155;2870;26671;232;t0461
kujawsko-pomorskie;Grudzi¹dz;27619;894;4661;17;t0462
kujawsko-pomorskie;Toruñ;41560;1131;11276;150;t0463
kujawsko-pomorskie;W³oc³awek;18345;428;4708;25;t0464
lubelskie;bialski;17395;374;4977;78;t0601
