wojewodztwo;powiat_miasto;liczba_szczepien_ogolem;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;1380;60;376;43;t00
dolnoœl¹skie;boles³awiecki;8054;256;3035;199;t0201
dolnoœl¹skie;dzier¿oniowski;6482;332;2391;251;t0202
dolnoœl¹skie;g³ogowski;5570;395;1940;263;t0203
dolnoœl¹skie;górowski;1496;133;420;66;t0204
dolnoœl¹skie;jaworski;3471;179;1254;136;t0205
dolnoœl¹skie;jeleniogórski;4422;278;1333;134;t0206
dolnoœl¹skie;kamiennogórski;3091;193;1143;101;t0207
dolnoœl¹skie;k³odzki;17058;851;6198;440;t0208
dolnoœl¹skie;legnicki;1598;200;487;168;t0209
dolnoœl¹skie;lubañski;2803;139;968;61;t0210
dolnoœl¹skie;lubiñski;12008;490;4026;234;t0211
dolnoœl¹skie;lwówecki;3146;183;1061;73;t0212
dolnoœl¹skie;milicki;3423;112;1175;43;t0213
dolnoœl¹skie;oleœnicki;5327;477;1978;216;t0214
dolnoœl¹skie;o³awski;5952;293;1997;191;t0215
dolnoœl¹skie;polkowicki;1201;167;315;54;t0216
dolnoœl¹skie;strzeliñski;2944;233;742;170;t0217
dolnoœl¹skie;œredzki;1835;156;573;86;t0218
dolnoœl¹skie;œwidnicki;10518;604;3688;344;t0219
dolnoœl¹skie;trzebnicki;6509;358;2377;229;t0220
dolnoœl¹skie;wa³brzyski;3539;139;1292;100;t0221
dolnoœl¹skie;wo³owski;3687;259;1239;133;t0222
dolnoœl¹skie;wroc³awski;5782;549;1618;369;t0223
dolnoœl¹skie;z¹bkowicki;5563;296;1982;144;t0224
dolnoœl¹skie;zgorzelecki;7543;327;2716;169;t0225
dolnoœl¹skie;z³otoryjski;2520;144;725;56;t0226
dolnoœl¹skie;Jelenia Góra;8175;349;3148;165;t0261
dolnoœl¹skie;Legnica;8520;258;3093;80;t0262
dolnoœl¹skie;Wroc³aw;99830;3865;38121;1967;t0264
dolnoœl¹skie;Wa³brzych;21119;1093;6566;770;t0265
kujawsko-pomorskie;aleksandrowski;10626;918;4347;707;t0401
kujawsko-pomorskie;brodnicki;5067;330;1630;153;t0402
kujawsko-pomorskie;bydgoski;3773;336;1156;202;t0403
kujawsko-pomorskie;che³miñski;3104;116;1072;68;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;2310;113;757;65;t0405
kujawsko-pomorskie;grudzi¹dzki;1265;72;430;54;t0406
kujawsko-pomorskie;inowroc³awski;9957;453;3687;213;t0407
kujawsko-pomorskie;lipnowski;4314;336;1444;117;t0408
kujawsko-pomorskie;mogileñski;2288;96;690;39;t0409
kujawsko-pomorskie;nakielski;3131;282;1016;103;t0410
kujawsko-pomorskie;radziejowski;3093;174;1075;108;t0411
kujawsko-pomorskie;rypiñski;2592;191;717;83;t0412
kujawsko-pomorskie;sêpoleñski;4443;250;1533;109;t0413
kujawsko-pomorskie;œwiecki;5852;318;2160;159;t0414
kujawsko-pomorskie;toruñski;3551;198;1208;122;t0415
kujawsko-pomorskie;tucholski;2712;227;816;89;t0416
kujawsko-pomorskie;w¹brzeski;2351;161;627;40;t0417
kujawsko-pomorskie;w³oc³awski;3927;302;1307;193;t0418
kujawsko-pomorskie;¿niñski;3997;201;1356;93;t0419
kujawsko-pomorskie;Bydgoszcz;44497;1286;17296;637;t0461
kujawsko-pomorskie;Grudzi¹dz;7748;333;2955;135;t0462
kujawsko-pomorskie;Toruñ;18375;488;6933;382;t0463
kujawsko-pomorskie;W³oc³awek;7544;197;3021;104;t0464
lubelskie;bialski;5687;472;1646;229;t0601
lubelskie;bi³gorajski;5511;374;1978;287;t0602
lubelskie;che³mski;2564;228;779;151;t0603
lubelskie;hrubieszowski;4254;350;1294;133;t0604
lubelskie;janowski;4209;214;1548;118;t0605
lubelskie;krasnostawski;4894;290;1751;173;t0606
lubelskie;kraœnicki;5756;362;2183;209;t0607
lubelskie;lubartowski;5266;308;1872;146;t0608
lubelskie;lubelski;7665;645;2407;362;t0609
lubelskie;³êczyñski;4476;253;1429;154;t0610
lubelskie;³ukowski;5915;353;1924;209;t0611
lubelskie;opolski;3607;250;1200;126;t0612
lubelskie;parczewski;3217;233;1090;177;t0613
lubelskie;pu³awski;11128;526;4013;248;t0614
lubelskie;radzyñski;4241;228;1365;151;t0615
lubelskie;rycki;4361;407;1350;214;t0616
lubelskie;œwidnicki;4449;277;1664;156;t0617
lubelskie;tomaszowski;5681;413;1966;285;t0618
lubelskie;w³odawski;3722;377;1229;179;t0619
lubelskie;zamojski;4946;447;1564;256;t0620
lubelskie;Bia³a Podlaska;7749;252;3220;147;t0661
lubelskie;Che³m;5810;339;2019;121;t0662
lubelskie;Lublin;59076;2389;21661;982;t0663
lubelskie;Zamoœæ;8100;365;2766;109;t0664
lubuskie;gorzowski;3272;180;1024;89;t0801
lubuskie;kroœnieñski;4065;240;1334;143;t0802
lubuskie;miêdzyrzecki;6203;192;2260;78;t0803
lubuskie;nowosolski;6617;365;2316;185;t0804
