wojewodztwo;powiat_miasto;liczba_szczepien_ogolem;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;4110;0;796;0;t00
dolnoœl¹skie;boles³awiecki;10038;101;3913;0;t0201
dolnoœl¹skie;dzier¿oniowski;8863;0;3267;0;t0202
dolnoœl¹skie;g³ogowski;8334;10;2597;10;t0203
dolnoœl¹skie;górowski;2486;0;893;0;t0204
dolnoœl¹skie;jaworski;4973;0;1767;0;t0205
dolnoœl¹skie;jeleniogórski;6744;0;2369;0;t0206
dolnoœl¹skie;kamiennogórski;3986;0;1533;0;t0207
dolnoœl¹skie;k³odzki;22316;63;8620;0;t0208
dolnoœl¹skie;legnicki;2834;0;988;0;t0209
dolnoœl¹skie;lubañski;3992;0;1310;0;t0210
dolnoœl¹skie;lubiñski;17146;390;5707;115;t0211
dolnoœl¹skie;lwówecki;4207;40;1483;0;t0212
dolnoœl¹skie;milicki;4648;0;1689;0;t0213
dolnoœl¹skie;oleœnicki;7527;0;2693;0;t0214
dolnoœl¹skie;o³awski;8342;0;2676;0;t0215
dolnoœl¹skie;polkowicki;1948;20;688;10;t0216
dolnoœl¹skie;strzeliñski;4819;0;1785;0;t0217
dolnoœl¹skie;œredzki;2823;6;911;0;t0218
dolnoœl¹skie;œwidnicki;13857;59;4944;52;t0219
dolnoœl¹skie;trzebnicki;9288;32;3288;1;t0220
dolnoœl¹skie;wa³brzyski;5243;1;2107;1;t0221
dolnoœl¹skie;wo³owski;5271;18;1855;0;t0222
dolnoœl¹skie;wroc³awski;9292;0;3154;0;t0223
dolnoœl¹skie;z¹bkowicki;7733;0;2889;0;t0224
dolnoœl¹skie;zgorzelecki;9861;0;3874;0;t0225
dolnoœl¹skie;z³otoryjski;3718;33;1224;0;t0226
dolnoœl¹skie;Jelenia Góra;11501;32;4185;0;t0261
dolnoœl¹skie;Legnica;10784;30;3684;1;t0262
dolnoœl¹skie;Wroc³aw;138896;902;48685;388;t0264
dolnoœl¹skie;Wa³brzych;36333;897;11933;125;t0265
kujawsko-pomorskie;aleksandrowski;23112;299;8056;0;t0401
kujawsko-pomorskie;brodnicki;7370;36;2518;0;t0402
kujawsko-pomorskie;bydgoski;5713;10;2040;10;t0403
kujawsko-pomorskie;che³miñski;4557;0;1683;0;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;3550;0;1194;0;t0405
kujawsko-pomorskie;grudzi¹dzki;1875;0;703;0;t0406
kujawsko-pomorskie;inowroc³awski;15012;42;5285;0;t0407
kujawsko-pomorskie;lipnowski;6036;0;2115;0;t0408
kujawsko-pomorskie;mogileñski;3292;0;1120;0;t0409
kujawsko-pomorskie;nakielski;4588;33;1403;0;t0410
kujawsko-pomorskie;radziejowski;4124;0;1491;0;t0411
kujawsko-pomorskie;rypiñski;3786;0;1111;0;t0412
kujawsko-pomorskie;sêpoleñski;6032;13;2219;0;t0413
kujawsko-pomorskie;œwiecki;8307;0;3201;0;t0414
kujawsko-pomorskie;toruñski;6052;0;2083;0;t0415
kujawsko-pomorskie;tucholski;3953;10;1333;0;t0416
kujawsko-pomorskie;w¹brzeski;3630;0;1265;0;t0417
kujawsko-pomorskie;w³oc³awski;5701;0;2221;0;t0418
kujawsko-pomorskie;¿niñski;5665;50;1993;0;t0419
kujawsko-pomorskie;Bydgoszcz;57760;170;21481;52;t0461
kujawsko-pomorskie;Grudzi¹dz;10674;7;3622;0;t0462
kujawsko-pomorskie;Toruñ;25113;270;8940;40;t0463
kujawsko-pomorskie;W³oc³awek;10399;64;3766;0;t0464
lubelskie;bialski;8596;20;3053;0;t0601
lubelskie;bi³gorajski;8259;0;2980;0;t0602
lubelskie;che³mski;4188;30;1458;0;t0603
lubelskie;hrubieszowski;6550;67;2197;29;t0604
lubelskie;janowski;5819;10;2208;0;t0605
lubelskie;krasnostawski;6485;0;2556;0;t0606
lubelskie;kraœnicki;8248;10;3192;0;t0607
lubelskie;lubartowski;8296;47;3011;0;t0608
lubelskie;lubelski;11226;20;4051;0;t0609
lubelskie;³êczyñski;6160;0;2248;0;t0610
lubelskie;³ukowski;8615;10;2965;0;t0611
lubelskie;opolski;5807;0;2048;0;t0612
lubelskie;parczewski;4682;0;1781;0;t0613
lubelskie;pu³awski;14910;40;5698;0;t0614
lubelskie;radzyñski;5927;0;2167;0;t0615
lubelskie;rycki;7235;20;2419;0;t0616
lubelskie;œwidnicki;6148;11;2325;0;t0617
lubelskie;tomaszowski;7913;0;2926;0;t0618
