wojewodztwo;powiat_miasto;liczba_szczepien_ogolem;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;424;0;1;0;t00
dolnoœl¹skie;boles³awiecki;5294;0;1669;0;t0201
dolnoœl¹skie;dzier¿oniowski;4165;0;1120;0;t0202
dolnoœl¹skie;g³ogowski;3455;192;1004;191;t0203
dolnoœl¹skie;górowski;891;89;90;0;t0204
dolnoœl¹skie;jaworski;2167;48;549;48;t0205
dolnoœl¹skie;jeleniogórski;2723;0;515;0;t0206
dolnoœl¹skie;kamiennogórski;1884;0;525;0;t0207
dolnoœl¹skie;k³odzki;11347;190;3423;183;t0208
dolnoœl¹skie;legnicki;705;0;0;0;t0209
dolnoœl¹skie;lubañski;1846;0;533;0;t0210
dolnoœl¹skie;lubiñski;7981;140;2386;0;t0211
dolnoœl¹skie;lwówecki;2020;0;622;0;t0212
dolnoœl¹skie;milicki;2054;60;461;0;t0213
dolnoœl¹skie;oleœnicki;3520;60;1130;0;t0214
dolnoœl¹skie;o³awski;3574;0;1040;0;t0215
dolnoœl¹skie;polkowicki;524;0;0;0;t0216
dolnoœl¹skie;strzeliñski;1551;0;114;0;t0217
dolnoœl¹skie;œredzki;1029;0;262;0;t0218
dolnoœl¹skie;œwidnicki;6641;99;2055;0;t0219
dolnoœl¹skie;trzebnicki;4256;57;1255;57;t0220
dolnoœl¹skie;wa³brzyski;2587;14;781;0;t0221
dolnoœl¹skie;wo³owski;1936;0;529;0;t0222
dolnoœl¹skie;wroc³awski;3033;95;265;60;t0223
dolnoœl¹skie;z¹bkowicki;3745;30;1330;0;t0224
dolnoœl¹skie;zgorzelecki;5659;0;2048;0;t0225
dolnoœl¹skie;z³otoryjski;1385;0;427;0;t0226
dolnoœl¹skie;Jelenia Góra;5749;30;2064;30;t0261
dolnoœl¹skie;Legnica;6128;0;2482;0;t0262
dolnoœl¹skie;Wroc³aw;72725;1498;26412;433;t0264
dolnoœl¹skie;Wa³brzych;14040;579;3061;76;t0265
kujawsko-pomorskie;aleksandrowski;4898;318;1143;48;t0401
kujawsko-pomorskie;brodnicki;2897;0;780;0;t0402
kujawsko-pomorskie;bydgoski;1958;0;260;0;t0403
kujawsko-pomorskie;che³miñski;2098;90;532;89;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;1431;0;411;0;t0405
kujawsko-pomorskie;grudzi¹dzki;710;0;85;0;t0406
kujawsko-pomorskie;inowroc³awski;6697;106;1940;76;t0407
kujawsko-pomorskie;lipnowski;2575;0;713;0;t0408
