wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
kujawsko-pomorskie;rypiñski;10;2.3;0;0;0;19;355;59;10;48;1;t0412;2020-11-26
kujawsko-pomorskie;sêpoleñski;33;8.06;0;0;0;29;731;152;41;109;2;t0413;2020-11-26
kujawsko-pomorskie;œwiecki;91;9.2;8;0;8;75;1280;260;93;148;19;t0414;2020-11-26
kujawsko-pomorskie;toruñski;77;7.07;0;0;0;97;1448;256;79;164;13;t0415;2020-11-26
kujawsko-pomorskie;tucholski;18;3.72;0;0;0;30;629;79;18;55;6;t0416;2020-11-26
kujawsko-pomorskie;w¹brzeski;24;7.04;0;0;0;31;382;49;24;20;5;t0417;2020-11-26
kujawsko-pomorskie;w³oc³awski;39;4.54;2;0;2;49;780;118;41;69;8;t0418;2020-11-26
kujawsko-pomorskie;¿niñski;72;10.28;3;0;3;83;781;139;73;62;4;t0419;2020-11-26
kujawsko-pomorskie;Bydgoszcz;203;5.85;2;0;2;294;3026;801;215;533;53;t0461;2020-11-26
kujawsko-pomorskie;Grudzi¹dz;61;6.48;1;0;1;81;1053;208;66;126;16;t0462;2020-11-26
kujawsko-pomorskie;Toruñ;151;7.51;3;0;3;198;1997;693;155;525;13;t0463;2020-11-26
kujawsko-pomorskie;W³oc³awek;73;6.68;0;0;0;69;901;193;74;112;7;t0464;2020-11-26
lubelskie;bialski;44;3.98;7;3;4;71;1297;117;45;70;2;t0601;2020-11-26
lubelskie;bi³gorajski;25;2.48;0;0;0;24;554;110;26;79;5;t0602;2020-11-26
lubelskie;che³mski;14;1.8;2;1;1;38;629;51;16;33;2;t0603;2020-11-26
lubelskie;hrubieszowski;13;2.08;3;0;3;29;628;62;15;45;2;t0604;2020-11-26
lubelskie;janowski;12;2.64;2;0;2;17;316;36;12;22;2;t0605;2020-11-26
lubelskie;krasnostawski;25;3.97;0;0;0;63;717;86;29;57;0;t0606;2020-11-26
lubelskie;kraœnicki;25;2.63;1;0;1;31;680;146;32;114;0;t0607;2020-11-26
lubelskie;lubartowski;39;4.42;3;2;1;51;902;119;42;75;2;t0608;2020-11-26
lubelskie;lubelski;78;5.0;0;0;0;80;1849;265;85;176;4;t0609;2020-11-26
lubelskie;³êczyñski;25;4.36;0;0;0;24;564;79;26;53;0;t0610;2020-11-26
lubelskie;³ukowski;18;1.69;2;0;2;36;744;82;23;56;3;t0611;2020-11-26
lubelskie;opolski;28;4.75;1;0;1;23;501;71;29;39;3;t0612;2020-11-26
lubelskie;parczewski;14;4.05;2;0;2;10;270;48;14;34;0;t0613;2020-11-26
lubelskie;pu³awski;39;3.46;0;0;0;59;981;151;44;106;1;t0614;2020-11-26
lubelskie;radzyñski;13;2.22;1;1;0;7;464;93;15;75;3;t0615;2020-11-26
lubelskie;rycki;17;3.04;0;0;0;29;364;79;18;60;1;t0616;2020-11-26
lubelskie;œwidnicki;63;8.78;1;0;1;62;1070;156;67;89;0;t0617;2020-11-26
lubelskie;tomaszowski;6;0.73;2;0;2;28;579;53;6;46;1;t0618;2020-11-26
lubelskie;w³odawski;19;4.97;3;1;2;16;244;53;21;30;2;t0619;2020-11-26
lubelskie;zamojski;26;2.46;2;0;2;28;713;107;28;74;5;t0620;2020-11-26
lubelskie;Bia³a Podlaska;30;5.25;2;1;1;51;883;74;32;38;4;t0661;2020-11-26
lubelskie;Che³m;14;2.27;1;1;0;55;632;63;15;46;2;t0662;2020-11-26
lubelskie;Lublin;189;5.57;1;0;1;249;3138;703;203;493;7;t0663;2020-11-26
lubelskie;Zamoœæ;25;3.95;1;1;0;30;423;94;27;67;0;t0664;2020-11-26
lubuskie;gorzowski;28;3.89;4;4;0;32;798;77;28;45;4;t0801;2020-11-26
lubuskie;kroœnieñski;37;6.76;1;1;0;44;754;83;38;42;3;t0802;2020-11-26
lubuskie;miêdzyrzecki;27;4.71;6;0;6;31;656;87;31;54;2;t0803;2020-11-26
lubuskie;nowosolski;47;5.46;1;1;0;32;718;131;48;81;2;t0804;2020-11-26
lubuskie;s³ubicki;27;5.76;1;0;1;25;766;62;30;32;0;t0805;2020-11-26
lubuskie;strzelecko-drezdenecki;8;1.64;0;0;0;15;411;41;9;31;1;t0806;2020-11-26
lubuskie;sulêciñski;6;1.71;1;0;1;29;417;81;9;71;1;t0807;2020-11-26
lubuskie;œwiebodziñski;22;3.95;1;0;1;29;822;81;24;54;3;t0808;2020-11-26
lubuskie;zielonogórski;57;7.54;1;0;1;30;662;128;57;61;10;t0809;2020-11-26
lubuskie;¿agañski;55;6.99;3;0;3;49;977;149;60;78;11;t0810;2020-11-26
lubuskie;¿arski;36;3.76;2;0;2;61;867;147;36;105;6;t0811;2020-11-26
lubuskie;wschowski;15;3.87;0;0;0;25;278;47;15;31;1;t0812;2020-11-26
lubuskie;Gorzów Wielkopolski;37;3.0;0;0;0;68;1205;164;42;117;5;t0861;2020-11-26
lubuskie;Zielona Góra;92;6.51;6;0;6;76;933;290;108;177;5;t0862;2020-11-26
³ódzkie;be³chatowski;40;3.55;0;0;0;53;855;119;45;72;2;t1001;2020-11-26
³ódzkie;kutnowski;24;2.5;0;0;0;57;850;113;35;77;1;t1002;2020-11-26
³ódzkie;³aski;16;3.21;0;0;0;26;366;71;17;53;1;t1003;2020-11-26
³ódzkie;³êczycki;8;1.61;0;0;0;23;480;61;12;49;0;t1004;2020-11-26
³ódzkie;³owicki;8;1.03;0;0;0;32;730;56;12;44;0;t1005;2020-11-26
³ódzkie;³ódzki wschodni;37;5.11;2;0;2;50;795;114;38;72;4;t1006;2020-11-26
³ódzkie;opoczyñski;6;0.79;9;6;3;7;307;45;7;38;0;t1007;2020-11-26
³ódzkie;pabianicki;100;8.39;1;0;1;97;1278;269;105;163;1;t1008;2020-11-26
³ódzkie;pajêczañski;12;2.35;1;0;1;19;468;42;13;23;6;t1009;2020-11-26
³ódzkie;piotrkowski;16;1.75;2;0;2;20;578;98;18;74;6;t1010;2020-11-26
³ódzkie;poddêbicki;13;3.17;0;0;0;31;435;54;13;38;3;t1011;2020-11-26
³ódzkie;radomszczañski;29;2.58;2;0;2;42;963;119;33;83;3;t1012;2020-11-26
³ódzkie;rawski;11;2.27;2;1;1;14;463;45;11;31;3;t1013;2020-11-26
³ódzkie;sieradzki;58;4.94;0;0;0;54;999;258;61;188;9;t1014;2020-11-26
³ódzkie;skierniewicki;6;1.57;0;0;0;18;409;44;9;32;3;t1015;2020-11-26
³ódzkie;tomaszowski;68;5.85;5;0;5;44;964;391;68;318;5;t1016;2020-11-26
³ódzkie;wieluñski;14;1.84;1;1;0;17;415;57;15;38;4;t1017;2020-11-26
³ódzkie;wieruszowski;10;2.38;0;0;0;7;249;29;10;18;1;t1018;2020-11-26
³ódzkie;zduñskowolski;25;3.77;0;0;0;33;604;116;28;88;0;t1019;2020-11-26
³ódzkie;zgierski;93;5.6;4;0;4;98;1670;514;115;374;25;t1020;2020-11-26
³ódzkie;brzeziñski;11;3.57;0;0;0;11;292;50;12;36;2;t1021;2020-11-26
³ódzkie;£ódŸ;357;5.27;11;3;8;520;5516;1635;402;1196;37;t1061;2020-11-26
³ódzkie;Piotrków Trybunalski;22;3.02;2;0;2;22;492;113;23;86;4;t1062;2020-11-26
³ódzkie;Skierniewice;18;3.76;1;0;1;22;511;77;18;56;3;t1063;2020-11-26
ma³opolskie;bocheñski;31;2.9;1;0;1;30;889;243;39;199;5;t1201;2020-11-26
ma³opolskie;brzeski;9;0.97;0;0;0;28;746;91;11;76;4;t1202;2020-11-26
ma³opolskie;chrzanowski;26;2.09;0;0;0;54;977;140;27;109;4;t1203;2020-11-26
ma³opolskie;d¹browski;23;3.89;1;0;1;7;365;77;23;51;3;t1204;2020-11-26
ma³opolskie;gorlicki;31;2.85;2;0;2;26;627;178;36;130;12;t1205;2020-11-26
ma³opolskie;krakowski;83;2.96;2;2;0;165;2508;406;84;305;17;t1206;2020-11-26
ma³opolskie;limanowski;32;2.42;2;1;1;22;449;236;41;189;6;t1207;2020-11-26
ma³opolskie;miechowski;10;2.05;0;0;0;11;241;82;10;68;4;t1208;2020-11-26
ma³opolskie;myœlenicki;38;2.97;3;0;3;39;809;202;43;149;10;t1209;2020-11-26
ma³opolskie;nowos¹decki;16;0.74;1;1;0;29;936;220;24;190;6;t1210;2020-11-26
ma³opolskie;nowotarski;15;0.78;0;0;0;12;295;137;19;110;8;t1211;2020-11-26
ma³opolskie;olkuski;22;1.98;0;0;0;47;832;112;22;88;2;t1212;2020-11-26
ma³opolskie;oœwiêcimski;69;4.51;0;0;0;40;912;403;77;322;4;t1213;2020-11-26
ma³opolskie;proszowicki;8;1.85;0;0;0;13;263;118;9;104;5;t1214;2020-11-26
ma³opolskie;suski;32;3.8;1;0;1;40;629;119;32;84;3;t1215;2020-11-26
ma³opolskie;tarnowski;66;3.28;0;0;0;43;1187;226;77;146;3;t1216;2020-11-26
ma³opolskie;tatrzañski;15;2.2;4;0;4;7;132;284;19;261;4;t1217;2020-11-26
ma³opolskie;wadowicki;27;1.69;1;0;1;56;1097;191;27;160;4;t1218;2020-11-26
ma³opolskie;wielicki;28;2.15;0;0;0;55;1083;161;28;122;11;t1219;2020-11-26
ma³opolskie;Kraków;225;2.88;24;22;2;360;4791;1331;251;1038;42;t1261;2020-11-26
ma³opolskie;Nowy S¹cz;9;1.07;1;1;0;18;319;106;11;94;1;t1262;2020-11-26
ma³opolskie;Tarnów;55;5.08;0;0;0;32;578;166;58;104;4;t1263;2020-11-26
mazowieckie;bia³obrzeski;10;3.0;0;0;0;11;297;38;12;26;0;t1401;2020-11-26
mazowieckie;ciechanowski;39;4.37;0;0;0;73;729;184;40;137;7;t1402;2020-11-26
mazowieckie;garwoliñski;13;1.19;1;0;1;39;682;134;16;115;3;t1403;2020-11-26
mazowieckie;gostyniñski;13;2.9;2;0;2;31;358;85;23;59;3;t1404;2020-11-26
mazowieckie;grodziski;29;3.0;5;0;5;94;1314;117;31;81;5;t1405;2020-11-26
mazowieckie;grójecki;35;3.57;1;0;1;51;1324;150;35;107;8;t1406;2020-11-26
mazowieckie;kozienicki;36;6.02;0;0;0;37;636;116;38;78;0;t1407;2020-11-26
mazowieckie;legionowski;49;4.11;3;0;3;72;1306;356;53;301;2;t1408;2020-11-26
mazowieckie;lipski;9;2.67;3;0;3;15;241;38;9;28;1;t1409;2020-11-26
mazowieckie;³osicki;12;3.91;1;0;1;5;338;27;12;14;1;t1410;2020-11-26
mazowieckie;makowski;6;1.34;0;0;0;21;245;23;8;15;0;t1411;2020-11-26
mazowieckie;miñski;82;5.29;1;0;1;83;1738;388;86;291;11;t1412;2020-11-26
mazowieckie;m³awski;14;1.93;0;0;0;39;649;87;19;66;2;t1413;2020-11-26
mazowieckie;nowodworski;19;2.39;2;0;2;31;644;95;20;74;1;t1414;2020-11-26
mazowieckie;ostro³êcki;5;0.56;0;0;0;33;497;56;7;47;2;t1415;2020-11-26
mazowieckie;ostrowski;19;2.64;0;0;0;27;693;87;26;56;5;t1416;2020-11-26
mazowieckie;otwocki;117;9.4;3;0;3;104;1410;457;129;320;8;t1417;2020-11-26
mazowieckie;piaseczyñski;126;6.65;3;0;3;143;2343;436;134;281;21;t1418;2020-11-26
mazowieckie;p³ocki;61;5.5;2;0;2;62;1128;171;68;98;5;t1419;2020-11-26
mazowieckie;p³oñski;69;7.94;2;0;2;66;957;163;72;79;12;t1420;2020-11-26
mazowieckie;pruszkowski;80;4.81;7;0;7;133;1967;286;85;194;7;t1421;2020-11-26
mazowieckie;przasnyski;10;1.91;1;1;0;28;418;33;12;21;0;t1422;2020-11-26
mazowieckie;przysuski;7;1.69;1;0;1;4;251;44;8;33;3;t1423;2020-11-26
mazowieckie;pu³tuski;11;2.12;0;0;0;22;332;70;12;57;1;t1424;2020-11-26
mazowieckie;radomski;44;2.89;1;1;0;55;1089;186;45;137;4;t1425;2020-11-26
mazowieckie;siedlecki;18;2.21;1;0;1;21;748;64;23;38;3;t1426;2020-11-26
mazowieckie;sierpecki;11;2.13;2;0;2;26;365;59;14;44;1;t1427;2020-11-26
mazowieckie;sochaczewski;45;5.29;7;0;7;47;1404;138;51;83;4;t1428;2020-11-26
mazowieckie;soko³owski;15;2.8;1;0;1;10;496;55;16;39;0;t1429;2020-11-26
mazowieckie;szyd³owiecki;4;1.01;0;0;0;11;178;33;5;27;1;t1430;2020-11-26
mazowieckie;warszawski zachodni;69;5.77;5;4;1;83;1593;218;73;140;5;t1432;2020-11-26
mazowieckie;wêgrowski;18;2.74;1;0;1;26;551;62;19;41;2;t1433;2020-11-26
mazowieckie;wo³omiñski;93;3.7;0;0;0;135;2957;453;102;330;21;t1434;2020-11-26
mazowieckie;wyszkowski;11;1.48;1;0;1;32;542;64;11;49;4;t1435;2020-11-26
mazowieckie;zwoleñski;8;2.22;0;0;0;8;288;41;9;31;1;t1436;2020-11-26
mazowieckie;¿uromiñski;6;1.57;0;0;0;14;236;26;9;17;0;t1437;2020-11-26
mazowieckie;¿yrardowski;30;3.97;1;0;1;41;536;110;31;78;1;t1438;2020-11-26
mazowieckie;Ostro³êka;11;2.12;4;0;4;18;298;80;14;59;7;t1461;2020-11-26
mazowieckie;P³ock;58;4.87;2;0;2;86;1072;254;69;183;2;t1462;2020-11-26
mazowieckie;Radom;67;3.18;1;1;0;74;1334;485;70;412;3;t1463;2020-11-26
mazowieckie;Siedlce;30;3.83;2;0;2;24;545;114;36;75;3;t1464;2020-11-26
mazowieckie;Warszawa;663;3.7;14;0;14;1056;12985;3717;735;2864;118;t1465;2020-11-26
opolskie;brzeski;35;3.9;1;0;1;44;884;80;36;42;2;t1601;2020-11-26
opolskie;g³ubczycki;48;10.6;2;0;2;26;348;119;49;66;4;t1602;2020-11-26
opolskie;kêdzierzyñsko-kozielski;47;5.02;0;0;0;59;958;96;50;43;3;t1603;2020-11-26
opolskie;kluczborski;30;4.6;0;0;0;19;662;123;31;87;5;t1604;2020-11-26
opolskie;krapkowicki;55;8.65;0;0;0;45;866;109;59;44;6;t1605;2020-11-26
opolskie;namys³owski;27;6.33;1;0;1;24;591;56;28;27;1;t1606;2020-11-26
opolskie;nyski;75;5.53;4;1;3;47;1322;190;78;109;3;t1607;2020-11-26
opolskie;oleski;12;1.87;4;0;4;18;494;49;12;33;4;t1608;2020-11-26
opolskie;opolski;67;5.41;2;0;2;69;1446;155;70;82;3;t1609;2020-11-26
opolskie;prudnicki;18;3.27;0;0;0;25;504;59;19;39;1;t1610;2020-11-26
opolskie;strzelecki;47;6.34;0;0;0;41;1037;115;47;66;2;t1611;2020-11-26
opolskie;Opole;75;5.86;5;0;5;94;1616;340;81;249;10;t1661;2020-11-26
podkarpackie;bieszczadzki;2;0.93;0;0;0;2;94;15;2;13;0;t1801;2020-11-26
podkarpackie;brzozowski;13;1.98;1;0;1;13;321;87;13;73;1;t1802;2020-11-26
podkarpackie;dêbicki;29;2.14;4;0;4;20;715;118;31;87;0;t1803;2020-11-26
podkarpackie;jaros³awski;23;1.92;0;0;0;33;819;110;26;82;2;t1804;2020-11-26
podkarpackie;jasielski;74;6.54;1;0;1;20;518;192;76;116;0;t1805;2020-11-26
podkarpackie;kolbuszowski;13;2.09;1;0;1;20;271;78;14;63;1;t1806;2020-11-26
podkarpackie;kroœnieñski;37;3.3;2;0;2;23;363;100;37;60;3;t1807;2020-11-26
podkarpackie;le¿ajski;26;3.76;0;0;0;15;490;89;27;58;4;t1808;2020-11-26
podkarpackie;lubaczowski;42;7.64;0;0;0;15;499;94;42;52;0;t1809;2020-11-26
podkarpackie;³añcucki;45;5.55;1;0;1;48;754;141;49;92;0;t1810;2020-11-26
podkarpackie;mielecki;48;3.51;3;0;3;33;789;140;50;90;0;t1811;2020-11-26
podkarpackie;ni¿añski;21;3.16;4;0;4;26;578;81;22;59;0;t1812;2020-11-26
podkarpackie;przemyski;19;2.57;0;0;0;38;571;69;22;46;1;t1813;2020-11-26
podkarpackie;przeworski;17;2.17;1;1;0;23;515;64;17;47;0;t1814;2020-11-26
podkarpackie;ropczycko-sêdziszowski;10;1.34;2;0;2;16;267;52;12;40;0;t1815;2020-11-26
podkarpackie;rzeszowski;62;3.65;6;0;6;57;1178;183;74;107;2;t1816;2020-11-26
podkarpackie;sanocki;16;1.7;1;0;1;18;399;95;16;79;0;t1817;2020-11-26
podkarpackie;stalowowolski;44;4.16;2;0;2;57;952;141;44;94;3;t1818;2020-11-26
podkarpackie;strzy¿owski;18;2.94;0;0;0;20;444;53;19;33;1;t1819;2020-11-26
podkarpackie;tarnobrzeski;31;5.86;0;0;0;17;515;72;31;40;1;t1820;2020-11-26
podkarpackie;leski;6;2.27;0;0;0;13;157;39;6;33;0;t1821;2020-11-26
podkarpackie;Krosno;19;4.12;1;0;1;18;156;43;20;23;0;t1861;2020-11-26
podkarpackie;Przemyœl;17;2.81;0;0;0;16;296;61;18;40;3;t1862;2020-11-26
podkarpackie;Rzeszów;101;5.13;2;0;2;97;1187;286;120;164;2;t1863;2020-11-26
podkarpackie;Tarnobrzeg;57;12.23;1;0;1;23;257;111;59;52;0;t1864;2020-11-26
podlaskie;augustowski;29;5.01;1;0;1;26;424;56;30;25;1;t2001;2020-11-26
podlaskie;bia³ostocki;61;4.06;1;0;1;83;1344;223;63;156;4;t2002;2020-11-26
podlaskie;bielski;19;3.51;2;0;2;26;545;80;21;59;0;t2003;2020-11-26
podlaskie;grajewski;22;4.68;1;0;1;13;280;53;22;31;0;t2004;2020-11-26
podlaskie;hajnowski;12;2.84;2;0;2;32;363;52;12;39;1;t2005;2020-11-26
podlaskie;kolneñski;4;1.05;0;0;0;7;224;30;5;25;0;t2006;2020-11-26
podlaskie;³om¿yñski;15;2.95;6;2;4;21;380;27;15;10;2;t2007;2020-11-26
podlaskie;moniecki;18;4.47;0;0;0;11;329;46;18;28;0;t2008;2020-11-26
podlaskie;sejneñski;6;3.03;2;0;2;7;191;17;7;10;0;t2009;2020-11-26
podlaskie;siemiatycki;19;4.33;0;0;0;18;413;63;20;42;1;t2010;2020-11-26
podlaskie;sokólski;35;5.28;1;0;1;37;691;82;37;45;0;t2011;2020-11-26
podlaskie;suwalski;11;3.09;0;0;0;21;355;25;12;13;0;t2012;2020-11-26
podlaskie;wysokomazowiecki;15;2.65;3;2;1;11;449;70;16;51;3;t2013;2020-11-26
podlaskie;zambrowski;7;1.61;0;0;0;11;253;42;9;32;1;t2014;2020-11-26
podlaskie;Bia³ystok;140;4.7;2;0;2;195;2570;425;148;276;1;t2061;2020-11-26
podlaskie;£om¿a;34;5.41;1;0;1;26;691;88;35;52;1;t2062;2020-11-26
podlaskie;Suwa³ki;43;6.16;3;1;2;55;734;93;46;47;0;t2063;2020-11-26
pomorskie;bytowski;36;4.55;1;0;1;37;796;121;42;75;4;t2201;2020-11-26
pomorskie;chojnicki;42;4.3;1;0;1;54;1056;105;46;49;10;t2202;2020-11-26
pomorskie;cz³uchowski;38;6.79;4;2;2;55;686;114;38;63;13;t2203;2020-11-26
pomorskie;gdañski;80;6.7;0;0;0;86;1648;269;84;176;9;t2204;2020-11-26
pomorskie;kartuski;42;2.98;2;0;2;58;1350;163;47;116;0;t2205;2020-11-26
pomorskie;koœcierski;38;5.22;0;0;0;38;899;113;41;69;3;t2206;2020-11-26
pomorskie;kwidzyñski;31;3.73;0;0;0;37;979;165;34;127;4;t2207;2020-11-26
pomorskie;lêborski;34;5.15;2;1;1;30;552;119;36;78;5;t2208;2020-11-26
pomorskie;malborski;65;10.25;1;0;1;62;877;200;70;127;3;t2209;2020-11-26
pomorskie;nowodworski;39;10.99;0;0;0;19;466;91;39;49;3;t2210;2020-11-26
pomorskie;pucki;49;5.62;1;1;0;54;1199;163;52;100;11;t2211;2020-11-26
pomorskie;s³upski;47;4.76;4;1;3;67;1298;190;52;136;2;t2212;2020-11-26
pomorskie;starogardzki;47;3.66;1;1;0;69;1121;162;56;95;11;t2213;2020-11-26
pomorskie;tczewski;60;5.19;0;0;0;93;1486;225;62;154;9;t2214;2020-11-26
pomorskie;wejherowski;92;4.21;4;0;4;155;2202;392;96;288;8;t2215;2020-11-26
pomorskie;sztumski;33;8.02;2;0;2;36;471;122;33;86;3;t2216;2020-11-26
pomorskie;Gdañsk;295;6.26;1;0;1;287;4204;1361;314;993;54;t2261;2020-11-26
pomorskie;Gdynia;134;5.45;2;1;1;216;2069;494;146;330;18;t2262;2020-11-26
pomorskie;S³upsk;50;5.54;1;0;1;63;986;160;56;100;4;t2263;2020-11-26
pomorskie;Sopot;16;4.5;3;1;2;16;172;70;19;48;3;t2264;2020-11-26
œl¹skie;bêdziñski;71;4.8;0;0;0;77;1265;248;73;165;10;t2401;2020-11-26
œl¹skie;bielski;73;4.39;1;0;1;85;1904;298;75;203;20;t2402;2020-11-26
œl¹skie;cieszyñski;56;3.15;1;0;1;59;1582;209;57;142;10;t2403;2020-11-26
œl¹skie;czêstochowski;36;2.68;1;0;1;39;967;131;39;89;3;t2404;2020-11-26
œl¹skie;gliwicki;42;3.64;2;1;1;67;1358;166;46;112;8;t2405;2020-11-26
œl¹skie;k³obucki;35;4.14;1;0;1;36;877;133;38;89;6;t2406;2020-11-26
œl¹skie;lubliniecki;21;2.75;0;0;0;35;838;101;22;75;4;t2407;2020-11-26
œl¹skie;miko³owski;32;3.23;1;0;1;54;917;117;32;82;3;t2408;2020-11-26
œl¹skie;myszkowski;28;3.96;0;0;0;33;508;110;29;78;3;t2409;2020-11-26
œl¹skie;pszczyñski;30;2.69;1;0;1;43;855;196;31;158;7;t2410;2020-11-26
œl¹skie;raciborski;45;4.17;6;0;6;55;877;175;46;127;2;t2411;2020-11-26
œl¹skie;rybnicki;14;1.79;1;0;1;45;724;54;14;40;0;t2412;2020-11-26
œl¹skie;tarnogórski;35;2.49;0;0;0;77;1333;259;38;213;8;t2413;2020-11-26
œl¹skie;bieruñsko-lêdziñski;23;3.84;0;0;0;30;529;83;23;54;6;t2414;2020-11-26
œl¹skie;wodzis³awski;44;2.8;0;0;0;50;1261;202;55;142;5;t2415;2020-11-26
œl¹skie;zawierciañski;39;3.33;0;0;0;44;811;192;43;142;7;t2416;2020-11-26
œl¹skie;¿ywiecki;52;3.41;4;0;4;56;1545;175;52;113;10;t2417;2020-11-26
œl¹skie;Bielsko-Bia³a;78;4.58;0;0;0;95;1615;349;81;257;11;t2461;2020-11-26
œl¹skie;Bytom;59;3.59;3;0;3;64;1035;255;62;186;7;t2462;2020-11-26
œl¹skie;Chorzów;35;3.26;5;0;5;53;779;134;38;93;3;t2463;2020-11-26
